County,State,County FIPS Code,Opioid Dispensing Rate per 100,Year
VERNON,MO,29217,60.4,2018
WARREN,MO,29219,50.6,2018
WASHINGTON,MO,29221,24.4,2018
WAYNE,MO,29223,0.0,2018
WEBSTER,MO,29225,75.0,2018
WORTH,MO,29227,0.0,2018
WRIGHT,MO,29229,103.0,2018
ADAMS,MS,28001,94.8,2018
ALCORN,MS,28003,132.1,2018
AMITE,MS,28005,34.7,2018
ATTALA,MS,28007,80.9,2018
BENTON,MS,28009,47.3,2018
BOLIVAR,MS,28011,61.7,2018
CALHOUN,MS,28013,57.6,2018
CHICKASAW,MS,28017,76.0,2018
CHOCTAW,MS,28019,36.1,2018
CLAIBORNE,MS,28021,46.1,2018
CLARKE,MS,28023,75.1,2018
CLAY,MS,28025,91.7,2018
COAHOMA,MS,28027,88.1,2018
COPIAH,MS,28029,72.9,2018
COVINGTON,MS,28031,92.0,2018
DESOTO,MS,28033,77.1,2018
FORREST,MS,28035,158.5,2018
FRANKLIN,MS,28037,46.1,2018
GEORGE,MS,28039,107.2,2018
GREENE,MS,28041,47.2,2018
GRENADA,MS,28043,134.2,2018
HANCOCK,MS,28045,72.0,2018
HARRISON,MS,28047,89.1,2018
HINDS,MS,28049,49.7,2018
HOLMES,MS,28051,54.3,2018
HUMPHREYS,MS,28053,48.5,2018
ITAWAMBA,MS,28057,82.1,2018
JACKSON,MS,28059,73.8,2018
JASPER,MS,28061,33.4,2018
JEFFERSON DAVIS,MS,28065,88.9,2018
JONES,MS,28067,109.7,2018
KEMPER,MS,28069,29.5,2018
LAFAYETTE,MS,28071,52.6,2018
LAMAR,MS,28073,29.0,2018
LAUDERDALE,MS,28075,116.4,2018
LAWRENCE,MS,28077,90.5,2018
LEAKE,MS,28079,72.1,2018
LEE,MS,28081,90.2,2018
LEFLORE,MS,28083,97.6,2018
LINCOLN,MS,28085,82.9,2018
LOWNDES,MS,28087,78.8,2018
MADISON,MS,28089,49.5,2018
MARION,MS,28091,140.3,2018
MARSHALL,MS,28093,44.5,2018
MONROE,MS,28095,75.7,2018
